,DATE / TIME (PST),SNOW WC INCHES,Unnamed: 2,SNO ADJ INCHES,Unnamed: 4,SNWCMIN INCHES,Unnamed: 6,SNWCMAX INCHES,Unnamed: 8,PPT INC INCHES,Unnamed: 10,RAIN INCHES,Unnamed: 12,TEMP MN DEG F,Unnamed: 14,TEMP MX DEG F,Unnamed: 16,TEMP AV DEG F,Unnamed: 18
280,07/08/2015,0.60,,0.00,r,0.12,,0.60,,0.00,,13.2,,44,,59,,50,
281,07/09/2015,0.60,,0.00,r,0.12,,0.60,,0.00,,13.2,,41,,59,,47,
282,07/10/2015,0.48,,0.00,r,0.12,,0.60,,0.00,,13.2,,39,,57,,47,
283,07/11/2015,0.36,,0.00,r,0.12,,0.36,,0.00,,13.2,,40,,60,,49,
284,07/12/2015,0.36,,0.00,r,0.12,,0.36,,0.00,,13.2,,42,,59,,51,
285,07/13/2015,0.24,,0.00,r,0.00,,0.24,,0.00,,13.2,,39,,64,,52,
286,07/14/2015,0.12,,0.00,r,--,,--,,--,,13.2,,--,,--,,--,
287,07/15/2015,--,,0.00,r,--,,--,,--,,13.2,,--,,--,,--,
288,07/16/2015,--,,0.00,r,--,,--,,--,,13.2,,--,,--,,--,
289,07/17/2015,--,,0.00,r,--,,--,,--,,13.2,,--,,--,,--,
290,07/18/2015,--,,0.00,r,--,,--,,--,,13.2,,--,,--,,--,
291,07/19/2015,--,,0.00,r,--,,--,,--,,13.2,,--,,--,,--,
292,07/20/2015,--,,0.00,r,--,,--,,--,,13.2,,--,,--,,--,
293,07/21/2015,-2.16,,0.00,r,-2.52,,-2.16,,0.00,,13.2,,52,,72,,59,
294,07/22/2015,-2.16,,0.00,r,-2.52,,-2.16,,0.00,,13.2,,49,,67,,57,
295,07/23/2015,-2.16,,0.00,r,-2.52,,-2.16,,0.00,,13.2,,44,,65,,54,
296,07/24/2015,-2.28,,0.00,r,-2.64,,-2.16,,0.00,,13.2,,44,,67,,55,
297,07/25/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.2,,44,,69,,55,
298,07/26/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.2,,43,,67,,55,
299,07/27/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.2,,39,,68,,54,
300,07/28/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.2,,43,,69,,56,
301,07/29/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.2,,50,,78,,64,
302,07/30/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.2,,55,,81,,68,
303,07/31/2015,-2.04,,0.00,r,-2.52,,-2.04,,0.00,,13.2,,58,,77,,66,
304,08/01/2015,-2.04,,0.00,r,-2.52,,-2.04,,0.00,,13.2,,58,,78,,67,
305,08/02/2015,-2.04,,0.00,r,-2.16,,-2.04,,0.00,,13.2,,52,,67,,61,
306,08/03/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.2,,49,,72,,59,
307,08/04/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.2,,46,,70,,56,
308,08/05/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.01,,13.21,,43,,69,,55,
309,08/06/2015,-2.16,,0.00,r,-2.52,,-2.16,,0.00,,13.21,,45,,69,,58,
310,08/07/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.03,,13.24,,43,,65,,53,
311,08/08/2015,-2.16,,0.00,r,-2.52,,-2.16,,0.00,,13.24,,42,,66,,54,
312,08/09/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.24,,44,,72,,57,
313,08/10/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.24,,51,,69,,59,
314,08/11/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.24,,45,,69,,56,
315,08/12/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.24,,43,,71,,57,
316,08/13/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.24,,49,,73,,60,
317,08/14/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.24,,44,,70,,56,
318,08/15/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.24,,42,,75,,57,
319,08/16/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.01,,13.25,,50,,78,,63,
320,08/17/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.01,,13.26,,48,,79,,64,
321,08/18/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.01,,13.27,,52,,81,,66,
322,08/19/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.27,,54,,77,,65,
323,08/20/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.27,,52,,76,,61,
324,08/21/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.27,,48,,74,,61,
325,08/22/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.01,,13.28,,49,,78,,61,
326,08/23/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.28,,50,,75,,62,
327,08/24/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.28,,51,,75,,62,
328,08/25/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.01,,13.29,,49,,76,,61,
329,08/26/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.29,,50,,75,,62,
330,08/27/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.29,,50,,76,,61,
331,08/28/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.29,,50,,72,,61,
332,08/29/2015,-2.16,,0.00,r,-2.52,,-2.16,,0.00,,13.29,,45,,62,,53,
333,08/30/2015,-2.52,,0.00,r,-2.64,,-2.40,,0.00,,13.29,,43,,66,,52,
334,08/31/2015,-2.52,,0.00,r,-2.64,,-2.16,,0.01,,13.3,,41,,72,,56,
335,09/01/2015,-2.28,,0.00,r,-2.64,,-2.16,,0.00,,13.3,,44,,69,,56,
336,09/02/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.3,,47,,67,,55,
337,09/03/2015,-2.28,,0.00,r,-2.64,,-2.28,,0.00,,13.3,,36,,60,,49,
338,09/04/2015,-2.52,,0.00,r,-2.64,,-2.52,,0.00,,13.3,,34,,54,,43,
339,09/05/2015,-2.52,,0.00,r,-2.64,,-2.52,,0.00,,13.3,,30,,55,,43,
340,09/06/2015,-2.52,,0.00,r,-2.64,,-2.52,,0.00,,13.3,,37,,65,,50,
341,09/07/2015,-2.52,,0.00,r,-2.64,,-2.16,,0.00,,13.3,,40,,71,,55,
342,09/08/2015,-2.28,,0.00,r,-2.64,,-2.16,,0.00,,13.3,,47,,74,,60,
343,09/09/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.3,,52,,77,,62,
344,09/10/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.3,,53,,80,,65,
345,09/11/2015,-2.16,,0.00,r,-2.52,,-2.04,,0.00,,13.3,,55,,79,,66,
346,09/12/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.3,,57,,81,,66,
347,09/13/2015,-2.16,,0.00,r,-2.52,,-2.16,,0.00,,13.3,,58,,72,,64,
348,09/14/2015,-2.16,,0.00,r,-2.52,,-2.16,,0.00,,13.3,,45,,61,,53,
349,09/15/2015,-2.40,,0.00,r,-2.52,,-2.40,,0.00,,13.3,,36,,48,,43,
350,09/16/2015,-2.52,,0.00,r,-2.52,,-2.52,,0.00,,13.3,,32,,41,,36,
351,09/17/2015,-2.52,,-2.52,,-2.52,,-2.52,,0.04,,13.34,,36,,53,,42,
352,09/18/2015,-2.52,,0.00,r,-2.64,,-2.28,,0.00,,13.34,,36,,67,,49,
353,09/19/2015,-2.40,,0.00,r,-2.64,,-2.16,,0.00,,13.34,,44,,70,,56,
354,09/20/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.34,,49,,74,,60,
355,09/21/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.34,,46,,75,,58,
356,09/22/2015,-2.16,,0.00,r,-2.52,,-2.04,,0.00,,13.34,,48,,69,,59,
357,09/23/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.34,,42,,70,,55,
358,09/24/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.34,,46,,73,,58,
359,09/25/2015,-2.16,,0.00,r,-2.52,,-2.04,,0.00,,13.34,,52,,72,,61,
360,09/26/2015,-2.16,,0.00,r,-2.64,,-2.04,,0.00,,13.34,,46,,69,,57,
361,09/27/2015,-2.16,,0.00,r,-2.52,,-2.16,,0.00,,13.34,,45,,67,,55,
362,09/28/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.34,,46,,69,,55,
363,09/29/2015,-2.16,,0.00,r,-2.64,,-2.16,,0.00,,13.34,,46,,66,,55,
364,09/30/2015,-2.16,,0.00,r,-2.40,,-2.16,,--,,13.34,,44,,54,,50,
